2019-01-14 16:12:02.531 [restartedMain] INFO  com.hwj.MindMapApplication -Starting MindMapApplication on huoweiji with PID 13248 (C:\Users\Administrator\git\Mind-Map\target\classes started by Administrator in C:\Users\Administrator\git\Mind-Map)
2019-01-14 16:20:07.817 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={roleId=0, adminId=ragty, message=已登录, status=200})
2019-01-14 16:20:07.976 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:20:07.977 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:20:07.977 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:07.978 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:07.978 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:20:07.978 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:20:07.999 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -耗时 : 23
2019-01-14 16:20:08.000 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:20:16.887 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/newMap
2019-01-14 16:20:16.888 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:20:16.888 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:16.888 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:16.889 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.newMap
2019-01-14 16:20:16.889 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -方法参数:args=454545
2019-01-14 16:20:16.918 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -耗时 : 31
2019-01-14 16:20:16.918 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={datas={'data':{id:'0c83f12c98dc4d78b1d7a89dbf01ba7e',topic:'454545',parentid:'00100',color:'null'},'meta':{'author':'hizzgdev@163.com','name':'jsMindremote','version':'0.2'},'format':'node_tree'}, mapUser=ragty, mapid=0c83f12c98dc4d78b1d7a89dbf01ba7e, status=200})
2019-01-14 16:20:20.364 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/addNode
2019-01-14 16:20:20.364 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:20:20.365 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:20.365 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:20.366 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.addNode
2019-01-14 16:20:20.366 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -方法参数:args=2019014162020
2019-01-14 16:20:20.392 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -耗时 : 29
2019-01-14 16:20:20.393 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={message=修改成功, status=200})
2019-01-14 16:20:21.407 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:20:21.408 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:20:21.409 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:21.409 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:21.410 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:20:21.410 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:20:21.415 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -耗时 : 8
2019-01-14 16:20:21.415 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:20:23.441 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/deleteNode
2019-01-14 16:20:23.441 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:20:23.441 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:23.442 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:23.442 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.deleteNode
2019-01-14 16:20:23.443 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=0c83f12c98dc4d78b1d7a89dbf01ba7e
2019-01-14 16:20:23.462 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 21
2019-01-14 16:20:23.462 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={message=删除成功, status=200})
2019-01-14 16:20:23.469 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:20:23.470 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:20:23.470 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:23.470 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:23.471 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:20:23.471 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:20:23.476 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -耗时 : 7
2019-01-14 16:20:23.477 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:26:18.521 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/login/ifLogin
2019-01-14 16:26:18.522 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:26:18.522 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:18.522 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:18.523 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.LoginController.ifLogin
2019-01-14 16:26:18.523 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=org.apache.catalina.connector.RequestFacade@10951bfe
2019-01-14 16:26:18.524 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 3
2019-01-14 16:26:18.524 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={roleId=0, adminId=ragty, message=已登录, status=200})
2019-01-14 16:26:18.661 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:26:18.661 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:18.662 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:18.662 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:18.662 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:26:18.663 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:18.668 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -耗时 : 7
2019-01-14 16:26:18.668 [http-nio-80-exec-8] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:26:19.993 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/openMap
2019-01-14 16:26:19.994 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:26:19.994 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:19.995 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:19.995 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.openMap
2019-01-14 16:26:19.995 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -方法参数:args=395ce14c8c6142319dabb3649ca75750
2019-01-14 16:26:20.012 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -耗时 : 20
2019-01-14 16:26:20.013 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={datas={'data':{id:'395ce14c8c6142319dabb3649ca75750',topic:'565656',parentid:'00100',color:'null','children':[{id:'2019014103246',topic:'fdsf',parentid:'395ce14c8c6142319dabb3649ca75750',color:'null'}]},'meta':{'author':'hizzgdev@163.com','name':'jsMindremote','version':'0.2'},'format':'node_tree'}, mapUser=ragty, mapid=395ce14c8c6142319dabb3649ca75750, status=200})
2019-01-14 16:26:21.588 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:26:21.590 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:21.591 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:21.591 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:21.592 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:26:21.593 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:21.597 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -耗时 : 9
2019-01-14 16:26:21.598 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:26:23.515 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/shareMap/share
2019-01-14 16:26:23.516 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:26:23.516 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:23.517 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:23.517 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.ShareMapController.shareMap
2019-01-14 16:26:23.517 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=8ab2eb4fbdc5493ab48448de5a8af0dd
2019-01-14 16:26:23.543 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 28
2019-01-14 16:26:23.544 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={message=分享成功, status=200})
2019-01-14 16:26:25.922 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/shareMap/getShareMap
2019-01-14 16:26:25.923 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:25.924 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:25.924 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:25.925 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.ShareMapController.getShareMap
2019-01-14 16:26:25.925 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:25.938 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -耗时 : 16
2019-01-14 16:26:25.939 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 5 containing com.hwj.entity.ShareMap instances)
2019-01-14 16:26:27.995 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:26:27.996 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:27.997 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:27.997 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:27.998 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:26:27.999 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:28.010 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -耗时 : 15
2019-01-14 16:26:28.011 [http-nio-80-exec-6] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:26:29.049 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/deleteNode
2019-01-14 16:26:29.049 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:26:29.050 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:29.050 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:29.050 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.deleteNode
2019-01-14 16:26:29.050 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -方法参数:args=8ab2eb4fbdc5493ab48448de5a8af0dd
2019-01-14 16:26:29.071 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -耗时 : 22
2019-01-14 16:26:29.071 [http-nio-80-exec-4] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={message=删除成功, status=200})
2019-01-14 16:26:29.077 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/mindmap/getMyMap
2019-01-14 16:26:29.077 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:29.077 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:29.078 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:29.078 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.MindMapController.getMyMap
2019-01-14 16:26:29.078 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:29.081 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -耗时 : 4
2019-01-14 16:26:29.082 [http-nio-80-exec-5] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 1 containing com.hwj.entity.MindMap instances)
2019-01-14 16:26:30.482 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/shareMap/getShareMap
2019-01-14 16:26:30.483 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:26:30.483 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:26:30.483 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:26:30.484 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.ShareMapController.getShareMap
2019-01-14 16:26:30.484 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=0
2019-01-14 16:26:30.495 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 13
2019-01-14 16:26:30.496 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 5 containing com.hwj.entity.ShareMap instances)
